Ticker,Name,Exchange
AMZZ,Amazonica Corp,OTCBB
AN,Autonation Inc,NYSE
ANAC,Anacor Pharmaceuticals Inc,NASDAQ
ANAD,Anadigics Inc,NASDAQ
ANAT,American National Insurance Co,NASDAQ
ANCB,Anchor Bancorp,NASDAQ
ANCC,Airnet Communications Corp,
ANCPA,Anacomp Inc,OTC
ANCS,American Consumers Inc,OTC
ANCV,Gold Union Inc,OTCBB
ANCX,Access National Corp,NASDAQ
AND,Andrea Electronics Corp,NYSE ARCA
ANDE,Andersons Inc,NASDAQ
ANDS,Anadys Pharmaceuticals Inc,
ANDW,Andrew Corp,
ANE,Alliance Bancorp Of New England Inc,
ANEN,Anaren  Inc,NASDAQ
ANF,Abercrombie & Fitch Co,NYSE
ANFC,Black Ridge Oil & Gas Inc,OTC
ANGI,Angies List Inc,NASDAQ
ANGN,MGC Diagnostics Corp,
ANGO,Angiodynamics Inc,NASDAQ
ANH,Anworth Mortgage Asset Corp,NYSE
ANII,Advanced Nutraceuticals Inc,
ANIK,Anika Therapeutics Inc,NASDAQ
ANIP,Ani Pharmaceuticals Inc,NASDAQ
ANL,American Land Lease Inc,NYSE
ANLT,Axion International Holdings Inc,
ANLY,Analysts International Corp,NASDAQ
ANN,Ann Inc,NYSE
ANNB,Annapolis Bancorp Inc,
ANNO,American Nano Silicon Technologies Inc,OTC
ANPI,Angiotech Pharmaceuticals Inc,
ANPZ,American Restaurant Concepts Inc,OTC
ANR,Annuity & Life Re Holdings LTD,NYSE
ANR,Alpha Natural Resources Inc,NYSE
ANS,Airnet Systems Inc,NYSE MKT
ANSH,TBSS International Inc,
ANSI,Advanced Neuromodulation Systems Inc,
ANSR,Hackett Group Inc,
ANSS,Ansys Inc,NASDAQ
ANST,Ansoft Corp,
ANSW,Answers Corp,NYSE MKT
ANT,Anteon Corp,
ANT,Anteon International Corp,NYSE
ANTH,Anthera Pharmaceuticals Inc,NASDAQ
ANTL,Lipidviro Tech Inc,
ANTP,Phazar Corp,
ANTS,Ants Software Inc,
ANTX,Acunetx Inc,
ANV,Allied Nevada Gold Corp,NYSE MKT
ANVS,Anv Security Group Inc,OTCBB
ANX,Mast Therapeutics Inc,NYSE MKT
AOB,American Oriental Bioengineering Inc,NYSE
AOBGI,American Oil & Gas Inc,NYSE MKT
AOC,Aon PLC,NYSE
AOD,Alpine Total Dynamic Dividend Fund,NYSE
AOF,Acm Government Opportunity Fund Inc,
AOGC,Australian Oil & Gas Corp,OTC
AOGS,Avalon Oil & Gas Inc,
AOHO,Green Globe International Inc,
AOI,Alliance One International Inc,NYSE
AOIL,Armada Oil Inc,OTCBB
AOIX,American Oil & Gas Inc,OTCBB
AOL,Aol Inc,NYSE
AOLA,America Online Latin America Inc,
AOLS,Aeolus Pharmaceuticals Inc,OTC
AOME,Aom Minerals LTD,
AONE,A123 Systems Inc,NASDAQ
AOOR,Apollo Resources International Inc,
AOR,Aurora Foods Inc,NYSE ARCA
AORGB,Allen Organ Co,
AOS,Smith A O Corp,NYSE
AOSL,Alpha & Omega Semiconductor LTD,NASDAQ
AOT,Apogent Technologies Inc,
AOTL,Aerotelesis Inc,
AP,Ampco Pittsburgh Corp,NYSE
APA,Apache Corp,NYSE
APAB,Appalachian Bancshares Inc,
APAC,Apac Customer Services Inc,
APAG,Apco Oil & Gas International Inc,
APAM,Artisan Partners Asset Management Inc,NYSE
APB,Asia Pacific Fund Inc,NYSE
APC,Anadarko Petroleum Corp,NYSE
APCC,American Power Conversion Corp,OTC
APCS,Alamosa Holdings Inc,
APCU,Apc Group Inc,
APD,Air Products & Chemicals Inc,NYSE
APDN,Applied Dna Sciences Inc,OTC
APDR,Siam Imports Inc,
APEI,American Public Education Inc,NASDAQ
APEX,Oz Saferooms Technologies Inc,
APF,Morgan Stanley Asia-pacific Fund Inc,NYSE
APFC,Feldt Manufacturing Co Inc,NASDAQ
APFC,American Pacific Corp,NASDAQ
APGE,Sen Yu International Holdings Inc,
APGI,American Power Group Corp,OTC
APH,Amphenol Corp,NYSE
APHD,Appiphany Technologies Holdings Corp,OTCBB
APHG,Ap Henderson Group,
APHT,Aphton Corp,
APHY,Assured Pharmacy Inc,OTC
API,Advanced Photonix Inc,NYSE MKT
APII,Corewafer Industries Inc,
APKT,Acme Packet Inc,NASDAQ
APL,Atlas Pipeline Partners LP,NYSE
APLL,Apolo Gold & Energy Inc,OTC
APLX,Applix Inc,
APN,Applica Inc,
APNB,Venaxis Inc,NASDAQ
APNI,Alpine Group Inc,OTC
APNO,Alpha Innotech Corp,
APNS,Applied Neurosolutions Inc,
APO,American Community Properties Trust,NYSE
APO,Apollo Global Management LLC,NYSE
APOG,Apogee Enterprises Inc,NASDAQ
APOL,Apollo Education Group Inc,NASDAQ
APP,American Apparel Inc,NYSE MKT
APPA,Heron Therapeutics Inc,OTCBB
APPB,Applebees International Inc,
APPLIED,Kurrant Food Enterprises Inc,
APPX,App Pharmaceuticals Inc,
APQCF,Asia Pacific Resources LTD,
APRJ,American Capital Partners Limited Inc,
APRO,America First Apartment Investors Inc,OTC
APRS,Apropos Technology Inc,
APSG,Applied Signal Technology Inc,
APSP,Benda Pharmaceutical Inc,
APT,Alpha Pro Tech LTD,NYSE MKT
APT,Computer Support Resources,NYSE MKT
APTD,Alphatrade Com,
APTI,Advanced Power Technology Inc,
APTM,Aptimus Inc,
APTS,Preferred Apartment Communities Inc,NYSE MKT
APU,Amerigas Partners LP,NYSE
APWR,A-power Energy Generation Systems LTD,NASDAQ
APX,Apex Municipal Fund Inc,
APXG,Apextalk Holdings Inc,OTC
APXR,Apex Resources Group Inc,
APXWF,China Security & Surveillance Technology Inc,NYSE
APY,Aspyra Inc,
AQA,Aquacell Technologies Inc,
AQAS,Aqua Society Inc,
AQCI,Aquatic Cellulose International Corp,
AQIS,Aquis Communications Group Inc,OTC
AQNM,Aquentium Inc,OTC
AQNT,Aquantive Inc,
AQQ,American Spectrum Realty Inc,NYSE MKT
AQRO,Aquapro Corp,
AQSP,Acquired Sales Corp,OTC
AQUM,Urban AG Corp,OTC
AQVB,Aqua Vie Beverage Corp,
AQWT,Aquacell Water Inc,
AR,Antero Resources Corp,NYSE
ARAO,Aurasource Inc,OTCBB
ARAY,Accuray Inc,NASDAQ
ARB,Arbitron Inc,NYSE
ARBA,Ariba Inc,
ARBC,Summit Global Logistics Inc,
ARBE,Arbor Entech Corp,OTC
ARBR,Strategic Rare Earth Metals Inc,
ARBX,Arbinet Corp,
ARC,Arc Document Solutions Inc,NYSE
ARCC,Ares Capital Corp,NASDAQ
ARCI,Appliance Recycling Centers Of America Inc,NASDAQ
ARCL,Archipelago Learning Inc,NASDAQ
ARCP,American Realty Capital Properties Inc,NASDAQ
ARCT,American Realty Capital Trust Inc,NASDAQ
ARCW,Arc Group Worldwide Inc,NASDAQ
ARCX,Arc Logistics Partners LP,NYSE
ARD,Arena Resources Inc,NYSE
ARDC,Ares Dynamic Credit Allocation Fund Inc,NYSE
ARDI,Road Inc,
ARDM,Aradigm Corp,OTC
ARDNA,Arden Group Inc,NASDAQ
ARE,Alexandria Real Estate Equities Inc,NYSE
ARES,Ameriresource Technologies Inc,
ARET,Arete Industries Inc,OTC
AREX,Approach Resources Inc,NASDAQ
ARF,Alternative Investment Partners Absolute Return Fund,
ARF,Alternative Investment Partners Absolute Return Fund STS,
ARG,Airgas Inc,NYSE
ARGA,Auriga Laboratories Inc,
ARGL,Argyle Security Acquisition Corp,OTC
ARGN,Gentherm Inc,
ARHN,Archon Corp,OTC
ARI,Arden Realty Inc,NYSE
ARI,Apollo Commercial Real Estate Finance Inc,NYSE
ARIA,Ariad Pharmaceuticals Inc,NASDAQ
ARII,American Railcar Industries Inc,NASDAQ
ARIS,Ari Network Services Inc,NASDAQ
ARJ,Arch Chemicals Inc,
ARK,Blackrock Senior High Income Fund Inc,NYSE
ARKN,Arkona Inc,
ARKR,Ark Restaurants Corp,NASDAQ
ARL,American Realty Trust Inc,NYSE
ARL,American Realty Investors Inc,NYSE
ARLP,Alliance Resource Partners LP,NASDAQ
ARMC,Armitage Mining Corp,OTC
ARME,Armor Electric Inc,OTC
ARMF,Armanino Foods Of Distinction Inc,NYSE
ARMF,Ares Multi-strategy Credit Fund Inc,NYSE
ARMK,Aramark Holdings Corp,NYSE
ARMX,Aurum Explorations Inc,
ARNA,Arena Pharmaceuticals Inc,NASDAQ
ARNI,Arno Therapeutics Inc,OTC
ARO,Aeropostale Inc,NYSE
AROC,Mount Knowledge Holdings Inc,
AROU,Aero Group Incorporated,
AROW,Arrow Financial Corp,NASDAQ
ARP,Atlas Resource Partners LP,NYSE
ARPI,American Residential Properties Inc,NYSE
ARQL,Arqule Inc,NASDAQ
ARR,Armour Residential REIT Inc,NYSE
ARRI,Arrin Corp,OTC
ARRO,Arrow International Inc,
ARRS,Arris Group Inc,NASDAQ
ARRY,Array Biopharma Inc,NASDAQ
ARS,Aleris International Inc,
ARSC,American Security Resources Corp,OTC
ARSD,Arabian American Development Co,NYSE
ARST,Arcsight Inc,NASDAQ
ART,Artio Global Investors Inc,NYSE
ARTB,Art Boutique Inc,OTC
ARTC,Arthrocare Corp,NASDAQ
ARTD,Artistdirect Inc,OTC
ARTE,Artes Medical Inc,NASDAQ
ARTG,Art Technology Group Inc,
ARTH,Arch Therapeutics Inc,OTCBB
ARTI,Artisan Components Inc,
ARTI,Artfest International Inc,
ARTL,Aristotle Corp,
ARTNA,Artesian Resources Corp,NASDAQ
ARTW,Arts Way Manufacturing Co Inc,NASDAQ
ARTX,Arotech Corp,NASDAQ
ARUN,Aruba Networks Inc,NASDAQ
ARUR,American Resource Technologies Inc,
ARUZ,Aurasound Inc,
ARVT,Cardium Therapeutics Inc,NYSE MKT
ARW,Arrow Electronics Inc,NYSE
ARWD,Arrow Resources Development Inc,OTC
ARWM,Arrow Magnolia International Inc,
ARWR,Arrowhead Research Corp,NASDAQ
ARX,Aeroflex Holding Corp,NYSE
ARXG,Aurora Gold Corp,OTC
ARXT,Adams Respiratory Therapeutics Inc,
ARXX,Aeroflex Inc,
ARYX,Aryx Therapeutics Inc,OTC
ASA,Asa LTD,NYSE
ASA,Asa Gold & Precious Metals LTD,NYSE
ASAA,Asa International LTD,
ASAM,Assuranceamerica Corp,OTC
ASAP,Accesspoint Corp,
ASAP,China Yili Petroleum Co,
ASB,Ascendia Brands Inc,NYSE MKT
ASBB,Asb Bancorp Inc,NASDAQ
ASBC,Associated Banc-corp,NASDAQ
ASBH,Asb Holding Co,
ASBI,Ameriana Bancorp,NASDAQ
ASBP,Asb Financial Corp,
ASCA,Ameristar Casinos Inc,NASDAQ
ASCL,Ascential Software Corp,
ASCM,Beicang Iron & Steel Inc,
ASCMA,Ascent Capital Group Inc,NASDAQ
ASCX,Advanced Switching Communications Inc,
ASD,Trane Inc,NYSE
ASDI,Frontier Beverage Company Inc,
ASDP,American Sports Development Group Inc,
ASE,Ohio Art Co,
ASEI,American Science & Engineering Inc,NASDAQ
ASEJF,Apt Satellite Holdings LTD,OTC
ASEJF,Apt Satellite Holdings LTD,OTC
ASEN,American Standard Energy Corp,OTC
ASFE,Af Financial Group,
ASFI,Asta Funding Inc,NASDAQ
ASFT,Vertical Communications Inc,
ASG,Liberty All Star Growth Fund Inc,NYSE
ASGN,On Assignment Inc,NYSE
ASGR,America Service Group Inc,
ASH,Ashland Inc,NYSE
ASH,Ashland Inc,NYSE
ASHC,Ashcroft Homes Corp,OTC
ASHN,Air Industries Group,NASDAQ
ASHW,Kemper BD Enhanced Sec TR Ser 7 & Ser 8 Total Return,
ASHW,Ashworth Inc,
ASI,American Safety Insurance Holdings LTD,NYSE
ASIA,Asiainfo-linkage Inc,NASDAQ
ASIQ,Asi Entertainment Inc,OTC
ASIT,Robertson Global Health Solutions Corp,
ASKE,Alaska Pacific Energy Corp,OTC
ASKH,Astika Holdings Inc,OTCBB
ASKJ,Ask Jeeves Inc,
ASM,Liberty All-star Mid Cap Fund,NYSE MKT
ASN,Archstone,
ASN,Archstone Smith Trust,
ASNA,Ascena Retail Group Inc,NASDAQ
ASNB,Advansource Biomaterials Corp,OTC
ASND,Asianada Inc,
ASNT,Asante Technologies Inc,
ASO,Amsouth Bancorporation,
ASO,Airsharestm Eu Carbon Allowances Fund,NYSE ARCA
ASP,American Strategic Income Portfolio Inc,NYSE
ASPE,JV Group Inc,
ASPM,Aspect Medical Systems Inc,
ASPN,Enservco Corp,
ASPR,Adsouth Partners Inc,OTC
ASPS,Altisource Portfolio Solutions SA,NASDAQ
ASPT,Aspect Communications Corp,
ASPU,Aspen Group Inc,OTCBB
ASPV,Aspreva Pharmaceuticals Corp,
ASPW,Arista Power Inc,OTC
ASPXQ,Auspex Systems Inc,
ASPZ,Asia Properties Inc,OTC
ASRS,Aspen Racing Stables,
ASRV,Ameriserv Financial Inc,NASDAQ
ASST,C2e Energy Inc,
ASTC,Astrotech Corp,NASDAQ
ASTE,Astec Industries Inc,NASDAQ
ASTI,Accesstel Inc,NASDAQ
ASTI,Ascent Solar Technologies Inc,NASDAQ
ASTM,Aastrom Biosciences Inc,NASDAQ
ASTR,Astralis LTD,
ASTV,As Seen On TV Inc,OTCBB
ASUR,Asure Software Inc,NASDAQ
ASUV,Harmonic Energy Inc,OTC
ASV,AG Services Of America Inc,
ASVI,Asv Inc,
ASWT,American Southwest Holdings Inc,
ASWV,American Smooth Wave Ventures Inc,OTC
ASXHTW,Heartware International Inc,NASDAQ
ASXI,Astrex Inc,
ASYS,Amtech Systems Inc,NASDAQ
ASYT,Asyst Technologies Inc,
AT,Alltel Corp,NYSE
AT,Atlantic Power Corp,NYSE
ATA,Apogee Technology Inc,NYSE ARCA
ATAC,Atc Technology Corp,
ATAHQ,Ata Holdings Corp,
ATAR,Atari Inc,OTC
ATAXZ,America First Multifamily Investors LP,
ATB,Arlington Tankers LTD,NYSE
ATBC,Atlantic Bancgroup Inc,
ATC,Cycle Country Accessories Corp,NYSE MKT
ATCI,Anticus International Corp,OTC
ATCO,Lrad Corp,
ATEA,Astea International Inc,NASDAQ
ATEC,Alphatec Holdings Inc,NASDAQ
ATEG,American Technologies Group Inc,
ATEK,Alternative Technology Resources Inc,
ATER,Trafalgar Resources Inc,
ATGI,Alpha Technologies Group Inc,
ATGN,Altigen Communications Inc,OTC
ATHL,Athlon Energy Inc,NYSE
ATHN,Athenahealth Inc,NASDAQ
ATHO,Business Development Solutions Inc,
ATHR,Atheros Communications Inc,
ATI,Allegheny Technologies Inc,NYSE
ATK,Alliant Techsystems Inc,NYSE
ATL,Atalanta Sosnoff Capital Corp,NYSE MKT
ATLC,Atlanticus Holdings Corp,NASDAQ
ATLO,Ames National Corp,NASDAQ
ATLRS,Atlantic Realty Trust,
ATLS,Atlas America Inc,NYSE
ATLS,Atlas America Series 25-2004 A LP,NYSE
ATLS,Atlas America Series 25-2004 B LP,NYSE
ATLS,Atlas America Public 14-2004 LP,NYSE
ATLS,Atlas America Public 15-2005 A LP,NYSE
ATLS,Atlas America Public 14-2005 A LP,NYSE
ATLS,Atlas America Series 26-2005 LP,NYSE
ATLS,Atlas Energy LP,NYSE
ATLS,Atlas America Public 15-2006 B LP,NYSE
ATLS,Atlas Resources Public 16-2007 A LP,NYSE
ATLS,Atlas America Series 27-2006 LP,NYSE
ATLS,Atlas Resources Public 17-2008 B LP,NYSE
ATLS,Atlas Resources Public 17-2007 A LP,NYSE
ATLS,Atlas Resources Public 18-2008 A LP,NYSE
ATLS,Atlas Resources Public 18-2009 C LP,NYSE
ATLS,Atlas Resources Series 28-2010 LP,NYSE
ATMI,Atmi Inc,NASDAQ
ATML,Atmel Corp,NASDAQ
ATMR,Atlas Minerals Inc,
ATMS,Avinci Media Corp,
ATN,Action Performance Companies Inc,
ATN,Atlas Energy Resources LLC,NYSE
ATNI,Atlantic Tele Network Inc,NASDAQ
ATNM,Actinium Pharmaceuticals Inc,OTC
ATNY,Two Women,NASDAQ
ATO,Atmos Energy Corp,NYSE
ATOC,Atomic Paintball Inc,OTC
ATOS,Atossa Genetics Inc,NASDAQ
ATPG,Atp Oil & Gas Corp,
ATPT,All State Properties Holdings Inc,OTC
ATR,Aptargroup Inc,NYSE
ATRC,Atricure Inc,NASDAQ
ATRI,Atrion Corp,NASDAQ
ATRM,Aetrium Inc,NASDAQ
ATRO,Astronics Corp,NASDAQ
ATRS,Antares Pharma Inc,NASDAQ
ATRS,Altiris Inc,NASDAQ
ATRX,Atrix Laboratories Inc,
ATSG,Air Transport Services Group Inc,NASDAQ
ATSI,Ats Medical Inc,
ATSN,Artesyn Technologies Inc,
ATSX,Digerati Technologies Inc,
ATTG,Astrata Group Inc,
ATTU,Attunity LTD,NASDAQ
ATU,Actuant Corp,NYSE
ATVG,China Grand Resorts Inc,
ATVG,Brotherhood Bancshares Inc,
ATVI,Activision Blizzard Inc,NASDAQ
ATW,Atwood Oceanics Inc,NYSE
ATWO,A21 Inc,
ATX,Costa Inc,NASDAQ
ATXG,Atx Group Inc,
AUAG,American Cordillera Mining Corp,OTC
AUBN,Auburn National Bancorporation Inc,NASDAQ
AUCAF,Chelsea Oil & Gas LTD,OTC
AUDC,Audiocodes LTD,NASDAQ
AUDY,Emerald Dairy Inc,
AUGB,Solar Thin Films Inc,
AUGC,Augment Systems Inc,
AUGME,Hipcricket Inc,
AUGR,Auto Graphics Inc,
AUGT,August Technology Corp,OTCBB
AULN,Genosys Inc,
AULO,Aurelio Resource Corp,
AULT,Ault Inc,
AUM,Golden Minerals Co,NYSE
AURM,Aurum Inc,OTC
AURMF,Aurora Metals Bvi LTD,
AUSE,K-9 Concepts Inc,NYSE ARCA
AUSI,Aura Systems Inc,OTC
AUTH,Authentec Inc,NASDAQ
AUTO,Autoinfo Inc,
AUUM,Alpine Resources Corp,
AUXL,Auxilium Pharmaceuticals Inc,NASDAQ
AUXO,Auxilio Inc,OTC
AV,Avaya Inc,NYSE
AVA,Avista Corp,NYSE
AVAN,Celldex Therapeutics Inc,
AVAV,Aerovironment Inc,NASDAQ
AVB,Avalonbay Communities Inc,NYSE
AVCA,Diversicare Healthcare Services Inc,NASDAQ
AVCC,Valentec Systems Inc,
AVCS,Vantage Companies American,
AVCT,Avocent Corp,
AVD,American Vanguard Corp,NYSE
AVDI,Advanced Technology Industries Inc,
AVDS,Avalon Digital Marketing Systems Inc,
AVEO,Aveo Pharmaceuticals Inc,NASDAQ
AVG,Avg Technologies NV,NYSE
AVGG,Advanced Technologies Group LTD,OTC
AVGN,Avigen Inc,
AVGO,Avago Technologies LTD,NASDAQ
AVHI,Av Homes Inc,NASDAQ
AVID,Avid Technology Inc,NASDAQ
AVIT,Avani International Group Inc,
AVIV,Aviv REIT Inc,NYSE
AVK,Advent Claymore Convertible Securities & Income Fund,NYSE
AVL,Aviall Inc,NYSE MKT
AVMD,Advanced Medical Institute Inc,
AVNA,Advance Nanotech Inc,
AVNC,Middlebrook Pharmaceuticals Inc,
AVNF,Anvil Forest Products Inc,
AVNR,Avanir Pharmaceuticals Inc,NASDAQ
AVNT,Quadrant 4 Systems Corp,
AVNU,Avenue Group Inc,
AVNW,Aviat Networks Inc,NASDAQ
AVNX,Avanex Corp,
AVNY,Manaris Corp,OTC
AVOC,Avoca Inc,
AVOX,Averox Inc,
AVP,Avon Products Inc,NYSE
AVPA,180 Connect Inc,
AVPN,Avp Inc,
AVR,Aventine Renewable Energy Inc,
AVRC,Advanced Energy Recovery Inc,
AVRT,Perceptronics Inc,
AVRW,Aventine Renewable Energy Holdings Inc,OTC
AVRX,Avalon Pharmaceuticals Inc,NYSE ARCA
AVSO,Rand Worldwide Inc,NYSE MKT
AVSR,Avistar Communications Corp,OTC
AVSY,Avatar Systems Inc,
AVT,Avnet Inc,NYSE
AVTC,Avt Inc,OTC
AVTD,Artventive Medical Group Inc,OTC
AVTI,Avitar Inc,OTC
AVUG,Oncovista Innovative Therapies Inc,
AVVC,Avatar Ventures Corp,
AVVW,Avvaa World Health Care Products Inc,
AVWI,Actionview International Inc,
AVX,Avx Corp,NYSE
AVXT,Avax Technologies Inc,OTC
AVY,Avery Dennison Corp,NYSE
AVZA,Aviza Technology Inc,
AW,Allied Waste Industries LLC,NYSE
AWA,America West Holdings Corp,
AWAY,Homeaway Inc,NASDAQ
AWBC,Americanwest Bancorporation,
AWE,At&t Wireless Services Inc,
AWEC,Ameriwest Energy Corp,
AWF,Alliancebernstein Global High Income Fund Inc,NYSE
AWG,Alliance World Dollar Government Fund Inc,
AWGI,Alderwoods Group Inc,OTCBB
AWH,Allied World Assurance Co Holdings AG,NYSE
AWI,Armstrong World Industries Inc,NYSE
AWIN,Arch Wireless Inc,NASDAQ
AWK,American Water Works Company Inc,NYSE
AWLD,Kingold Jewelry Inc,NASDAQ
AWMM,Atwood Minerals & Mining Corp,
AWNE,Americas Wind Energy Corp,OTC
AWP,Alpine Global Premier Properties Fund,NYSE
AWR,American States Water Co,NYSE
AWRCF,Asia Pacific Wire & Cable Corp LTD,NASDAQ
AWRE,Aware Inc,NASDAQ
AWSR,America West Resources Inc,
AWWC,Access Worldwide Communications Inc,OTC
AWX,Avalon Holdings Corp,NYSE MKT
AX,Archipelago Holdings Inc,NYSE ARCA
AXAS,Abraxas Petroleum Corp,NASDAQ
AXC,Advanced Technology Acquisition Corp,NYSE MKT
AXDX,Accelerate Diagnostics Inc,NASDAQ
AXE,Anixter International Inc,NYSE
AXG,Atlas Acquisition Holdings Corp,NYSE MKT
AXGR,Axia Group Inc,
AXIM,Axim International Inc,OTCBB
AXIO,Axiom Oil & Gas Corp,OTC
AXJ,Axm Pharma Inc,NYSE MKT
AXL,American Axle & Manufacturing Holdings Inc,NYSE
AXLE,TJT Inc,OTC
AXLL,Axiall Corp,NYSE
AXLX,Axiologix Education Corp,OTC
AXO,Axs One Inc,
AXP,American Express Co,NYSE
AXPW,Axion Power International Inc,OTC
AXR,Amrep Corp,NYSE
AXRX,Amexdrug Corp,OTC
AXS,Axis Capital Holdings LTD,NYSE
AXSI,Axcess International Inc,OTC
AXST,Axesstel Inc,OTC
AXTG,Axis Technologies Group Inc,OTC
AXTI,Axt Inc,NASDAQ
AXTV,Axtive Corp,
AXVC,Axial Vector Engine Corp,
AXYS,Axsys Technologies Inc,
AYA,Alyst Acquisition Corp,NYSE MKT
AYE,Allegheny Energy Inc,
AYI,Acuity Brands Inc,NYSE
AYN,Alliance New York Municipal Income Fund,NYSE
AYR,Aircastle LTD,NYSE
AYSI,Alloy Steel International Inc,OTC
AZGS,Aztec Oil & Gas Inc,OTC
AZMNE,Santa Fe Gold Corp,
AZO,Autozone Inc,NYSE
AZOI,Lumonall Inc,
AZPN,Aspen Technology Inc,NASDAQ
AZPN,Aspen Technology Inc,NASDAQ
AZRI,Azur International Inc,
AZTAU,Azteca Acquisition Corp,
AZTC,Aztec Technology Partners Inc,
AZTR,Aztar Corp,
AZUR,Azurel LTD,
AZZ,Azz Inc,NYSE
B,Barnes Group Inc,NYSE
BA,Boeing Co,NYSE
BAAP,Blackrock Alternatives Allocation FB Tei Portfolio LLC,
BAAP,Blackrock Alternatives Allocation FB Portfolio LLC,
BAAP,Blackrock Alternatives Allocation Tei Portfolio LLC,
BAAP,Blackrock Alternatives Allocation Portfolio LLC,
BAAPMASTER,Blackrock Alternatives Allocation Master Portfolio LLC,
BABB,Bab Inc,OTC
BABL,Physicians Remote Solutions Inc,OTC
BABY,Natus Medical Inc,NASDAQ
BAC,Bank Of America Corp,NYSE
BACL,Bioaccelerate Holdings Inc,
BAF,Blackrock Municipal Income Investment Quality Trust,NYSE
BAFI,Bancaffiliated Inc,OTC
BAGL,Einstein Noah Restaurant Group Inc,NASDAQ
BAH,Booz Allen Hamilton Holding Corp,NYSE
BALT,Baltic Trading LTD,NYSE
BAMM,Books A Million Inc,NASDAQ
BANC,Banc Of California Inc,NASDAQ
BANF,Bancfirst Corp,NASDAQ
BANJ,Banjo & Matilda Inc,OTC
BANR,Banner Corp,NASDAQ
BANX,Stonecastle Financial Corp,NASDAQ
BANY,Banyan Corp,
BARA,Banyan Rail Services Inc,OTC
BARE,Bare Escentuals Inc,NASDAQ
BARI,Bancorp Rhode Island Inc,
BARS,Barton Solar Acquisition Inc,
BARZ,Barra Inc,OTC
BARZ,5barz International Inc,OTC
BAS,Basic Energy Services Inc,NYSE
BASI,Bioanalytical Systems Inc,NASDAQ
BATP,Blackrock Advantage Term Trust Inc,
BATS,Bat Subsidiary Inc,
BATS,Bats Global Markets Inc,BATS
BAWC,Asia Global Holdings Corp,
BAX,Baxter International Inc,NYSE
BAXS,Bruker Axs Inc,NASDAQ
BAXS,Baxano Surgical Inc,NASDAQ
BAYK,Bay Banks Of Virginia Inc,OTC
BAYN,Bay National Corp,OTC
BAYW,New Leaf Brands Inc,
BBA,Bombay Co Inc,
BBAL,New York Health Care Inc,OTC
BBBB,Blackboard Inc,
BBBI,Birmingham Bloomfield Bancshares,OTC
BBBY,Bed Bath & Beyond Inc,NASDAQ
BBCN,BBCN Bancorp Inc,NASDAQ
BBCZ,Bodisen Biotech Inc,OTC
BBDC,Brantley Capital Corp,
BBDS,Geobio Energy Inc,
BBEP,Breitburn Energy Partners LP,NASDAQ
BBF,Blackrock Municipal Income Investment Trust,NYSE
BBG,Bill Barrett Corp,NYSE
BBGI,Beasley Broadcast Group Inc,NASDAQ
BBGR,Beauty Brands Group Inc,
BBI,Blockbuster Inc,NYSE
BBIC,Bluebook International Holding Co,
BBJE,BBJ Environmental Technologies Inc,
BBK,Blackrock Municipal Bond Trust,NYSE
BBLF,Broadleaf Capital Partners Inc,
BBLS,Rockdale Resources Corp,OTCBB
BBLU,Blue Earth Inc,OTC
BBN,Blackrock Build America Bond Trust,NYSE
BBND,Bigband Networks Inc,NASDAQ
BBNK,Bridge Capital Holdings,NASDAQ
BBOX,Black Box Corp,NASDAQ
BBR,Butler Manufacturing Co,
BBRD,Ark Development Inc,OTC
BBRG,Bravo Brio Restaurant Group Inc,NASDAQ
BBSE,Open Energy Corp,
BBSI,Barrett Business Services Inc,NASDAQ
BBT,BB&T Corp,NYSE
BBUC,Big Buck Brewery & Steakhouse Inc,
BBVVF,BBV Vietnam Sea Acquisition Corp,OTC
BBW,Build A Bear Workshop Inc,NYSE
BBX,BBX Capital Corp,NYSE
BBY,Best Buy Co Inc,NYSE
BC,Brunswick Corp,NYSE
BCAE,Best Care Inc,
BCAR,Bank Of The Carolinas Corp,OTC
BCAS,Broadcaster Inc,
BCBP,BCB Bancorp Inc,NASDAQ
BCC,Boise Cascade Co,NYSE
BCEI,Bonanza Creek Energy Inc,NYSE
BCF,Burlington Coat Factory Warehouse Corp,NYSE
BCF,Blackrock Real Asset Equity Trust,NYSE
BCFT,Bancroft Uranium Inc,
BCGI,Boston Communications Group Inc,
BCHP,Blue Chip Computerware Inc,
BCII,Bone Care International Inc,
BCIS,Bancinsurance Corp,
BCK,Blackrock California Insured Municipal Income Trust,NYSE
BCKE,Brooklyn Cheesecake & Desert Com,OTC
BCL,Blackrock California Municipal Income Trust II,
BCLI,Brainstorm Cell Therapeutics Inc,OTCBB
BCLR,Barclay Road Inc,OTC
BCLX,Hydrophi Technologies Group Inc,OTC
BCO,Brinks Co,NYSE
BCON,Beacon Power Corp,
BCOV,Brightcove Inc,NASDAQ
BCP,Brooke Capital Corp,NYSE MKT
BCPC,Balchem Corp,NASDAQ
BCR,Bard C R Inc,NYSE
BCRA,Biocoral Inc,OTC
BCRH,Blue Capital Reinsurance Holdings LTD,NYSE
BCRX,Biocryst Pharmaceuticals Inc,NASDAQ
BCSB,BCSB Bankcorp Inc,NASDAQ
BCSB,BCSB Bancorp Inc,NASDAQ
BCSI,Blue Coat Systems Inc,
BCST,Broadcast International Inc,OTC
